page,chapter_id,chapter_title_zh,chapter_title_en,title_zh,title_en,text_zh,text_en,image_path
13,1,第一幕,Act I,第13頁,Page 13,"Gloria（雙手交握，閉上眼睛，聲音宛如催眠）：
「在這個修羅場裡，我們每天都會遇到很多看似可怕的事情。但其實，這都是宇宙的功課。所以我每晚都會感恩，同埋將處理唔到的事情交託俾飛天意粉神，交託俾飛天意粉神 (FSM)。」
Gloria（睜開眼，直勾勾地盯著主角）：
「告訴我，你現在心裡那個『處理唔到』的問題是什麼？把它說出來，然後交給 FSM。」
主角（深吸一口氣，試圖講理）：
「我處理不到的是這個淨水器。沒有濾芯，它就無法過濾輻射水。FSM 是一個精神信仰，祂不可能憑空變出一個物理濾芯給我們。我們需要的是明天的行動計劃，而不是坐在這裡祈禱。」
畫面：空氣突然安靜。Gloria 的笑容慢慢消失了，她的眼神中閃過一絲受傷和極度的失望。","Gloria (hands clasped, eyes closed, voice hypnotic): 'In this hellish place, we encounter many seemingly terrible things every day. But actually, these are all lessons from the universe. So every night I give thanks and entrust what I cannot handle to the Flying Spaghetti Monster (FSM).'
Gloria (opening eyes, staring directly at protagonist): 'Tell me, what is the problem you 'cannot handle'? Say it out loud, then give it to FSM.'
Protagonist (taking a deep breath, trying to reason): 'What I can't handle is this water purifier. Without a filter, it can't purify radioactive water. FSM is a spiritual belief, He can't conjure a physical filter out of thin air. What we need is tomorrow's action plan, not sitting here praying.'
Visual: The air suddenly goes quiet. Gloria's smile slowly disappears, a flash of hurt and profound disappointment crossing her eyes.",res://1.Codebase/src/assets/ui/intro/page_13_story_disappointment.png
14,1,第一幕,Act I,第14頁,Page 14,"Gloria（微微低下頭，聲音變得委屈，開始施展道德勒索）：
「你覺得這只是一個濾芯的問題嗎？不……你威力強大的負能量，正在破壞我們這個來之不易的家。你總是在抱怨『做不到』、『有危險』，你是在質疑宇宙的安排，也是在質疑我建立這個團隊的初衷。」
主角（感到一陣荒謬）：「我沒有質疑你！我只是在陳述一個關乎生死的客觀事實！指出問題難道也是負能量嗎？」
Gloria（猛地抬起頭，語氣變得嚴厲且充滿 PUA 色彩）：
「事實？什麼是事實？你的恐懼就是事實嗎？你知不知道，你這種永遠盯著『壞處』看的心態，正在慢慢帶我走入人生的情緒低谷？我好不容易才用愛和包容建起了這個溫室，而你卻非要這種有害的思想去思考把它撕碎！」
畫面：Gloria 轉向一旁的 One。
Gloria：「One，你也覺得沒有濾芯我們就會死嗎？你也覺得宇宙會拋棄我們嗎？」
One（身體微微一震，看了看滿臉委屈的 Gloria，又看了看焦急的主角。為了維持和平，他默默低下了頭）：「……。」","Gloria (lowering her head slightly, voice becoming aggrieved, deploying moral blackmail): 'You think this is just about a filter? No... your powerful negative energy is destroying this hard-won home. You're always complaining about 'can't do it' and 'it's dangerous', you're questioning the universe's arrangements and questioning my purpose in building this team.'
Protagonist (feeling absurd): 'I'm not questioning you! I'm just stating an objective fact of life and death! Is pointing out problems also negative energy?'
Gloria (looking up sharply, tone severe and heavily manipulative): 'Facts? What are facts? Is your fear the fact? Do you know that your mentality of always focusing on the 'bad side' is slowly dragging me into an emotional low point? I worked so hard to build this greenhouse with love and tolerance, and you insist on tearing it apart with harmful thoughts!'
Gloria turns to One: 'One, do you also think we'll die without a filter? Do you also think the universe will abandon us?'
One (body trembling, looking between the aggrieved Gloria and anxious protagonist, choosing peace, silently lowers his head): '...'",res://1.Codebase/src/assets/ui/intro/page_14_story_pressure.png
15,1,第一幕,Act I,第15頁,Page 15,"畫面：主角不可置信地看著 One。One 的妥協，瞬間抽空了主角堅持他的邏輯的最後一絲勇氣。在 Gloria 的敘事裡，主角已經成了一個破壞團隊和諧、傷害隊友感情的「加害者」。
Gloria（重新換上那副慈愛的面容，輕輕握住主角僵硬的手）：
「你看，只要我們有犧牲和包容的意願，問題就不存在了。不要讓你的仇恨心和恐懼那麼大。嘗試下忘記背後的邏輯，努力面前的信仰吧。只要你做個善良的人，相信 FSM，明天一定會有奇蹟發生的。」
Gloria（用一種近乎命令的溫柔語氣）：「現在，跟我一起說：感謝 FSM 的考驗，我願意放下一切焦慮。」
畫面：外面的風暴依舊在肆虐，淨水器的紅燈還在無聲地閃爍。主角看著 Gloria 期待的雙眼，又看了看甘願不為自己爭取任何東西的 One。
一股深深的窒息感湧上心頭。主角意識到，也許可以嘗試一下。
主角（聲音沙啞，屈服於這場精神控制，機械地跟著念道）：
「……感謝 FSM 的考驗，我願意……放下一切焦慮。」
畫面：Gloria 滿意地笑了，溫室裡再次充滿了「毒性正能量」的虛假祥和。而主角的心中，仍然是有些疑惑的感覺。
鏡頭緩緩變暗，字幕浮現：【第二天：奇蹟沒有降臨，但『英雄』們來了。】
【第 11-15 頁完  致命的 PUA 夜晚 結束】","Visual: The protagonist looks at One in disbelief. One's compromise instantly drains the last bit of courage to stick to logic. In Gloria's narrative, the protagonist has become the 'perpetrator' who destroys team harmony and hurts teammates' feelings.
Gloria (resuming her loving expression, gently grasping the protagonist's stiff hand): 'See, as long as we have the will to sacrifice and tolerate, the problem doesn't exist. Don't let your hatred and fear be so great. Try to forget the logic behind and work on the faith ahead. As long as you're a good person and believe in FSM, miracles will happen tomorrow.'
Gloria (with an almost commanding gentle tone): 'Now, say with me: Thank you FSM for the test, I am willing to let go of all anxiety.'
Visual: The storm still rages outside, the purifier's red light still silently flashing. The protagonist looks at Gloria's expectant eyes, then at One who's willingly not fighting for anything.
A deep sense of suffocation wells up. The protagonist realizes there might be a need to try.
Protagonist (voice hoarse, submitting to this mental control, mechanically repeating): '...Thank you FSM for the test, I am willing to... let go of all anxiety.'
Visual: Gloria smiles with satisfaction, the greenhouse once again filled with the false peace of 'toxic positivity.' But in the protagonist's heart, there's still a confused feeling.
Screen slowly darkens, subtitles emerge: [The Next Day: The Miracle Didn't Come, But 'Heroes' Did.]
[Pages 11-15 Complete, Fatal PUA Night Ends]",res://1.Codebase/src/assets/ui/intro/page_15_story_submit.png
16,2,第二幕,Act II,第16頁,Page 16,"場景：第二天清晨的「溫室」。
畫面：淨水器已經徹底停止運作，發出焦臭味。主角因為缺水，嘴唇乾裂，正準備走向桌上那台破舊的「機構調度列印機」（GDA用來派發拾荒許可的生鏽機器），看看有沒有尋找水源的委託。
突然，列印機發出刺耳的齒輪摩擦聲，嘎吱嘎吱地吐出了一張蓋著紅印的牛皮紙。
畫面：主角扯下那張紙，上面寫著：
【人事異動通知：拾荒者代號「ARK」已透過飛天意粉神的特批漏洞，強制填補了貴小隊的空缺。】
主角（猛地站起來，死死捏著那張紙）：「這他媽是誰？！One，你向機構遞交招募申請了嗎？你認識他嗎?」
One（一臉茫然地搖了搖頭，打著手語）：「（沒有，我連這個名字都沒聽過。）」
主角（咬牙切齒，將紙拍在桌上）：「三唔識七，招呼都不打一個，直接走後門硬插進我們的隊伍？你看附帶的這份人員檔案  履歷一片空白，連張大頭照都沒有，唯一的戳章日期還是今天早上！這絕對是個雷！」","Scene: Next morning at the 'Greenhouse.'
Visual: The water purifier has completely stopped working, emitting a burnt smell. The protagonist, lips cracked from dehydration, prepares to check the rusty 'Agency Dispatch Printer' (GDA's device for issuing scavenging permits) for water source commissions.
Suddenly, the printer emits harsh gear-grinding sounds and spits out a red-stamped cowhide paper.
The protagonist tears off the paper, which reads: [Personnel Change Notice: Scavenger codenamed 'ARK' has been forcibly filled into your squad's vacancy through FSM's special approval loophole.]
Protagonist (jumping up, gripping the paper tightly): 'Who the hell is this?! One, did you submit a recruitment application to the agency? Do you know him?'
One (looking bewildered, shaking his head, signing): '(No, I've never even heard this name.)'
Protagonist (grinding teeth, slapping the paper on the table): 'A complete stranger, no greeting, just barging through backdoor channels into our team? Look at this attached personnel file, completely blank resume, not even a headshot, the only stamp date is this morning! This is definitely trouble!'",res://1.Codebase/src/assets/ui/intro/page_16_story_ark_notice.png
17,2,第二幕,Act II,第17頁,Page 17,"畫面：Gloria 剛在角落做完早晨的祈禱，聽到動靜，面帶聖母般的微笑走了過來，輕輕拿起了那張牛皮紙。
Gloria（看著紙上的名字，雙手交握於胸前，眼神發亮）：
「Ark（方舟）……這名字多麼神聖呀。你們看，這就是『吸引力法則』在運作！昨晚我們才剛剛將煩惱交託給 FSM，今天祂就親自施展奇蹟，為我們安排了一位新的家人。這是飛天意粉神的恩典！」
主角（強忍著怒火，試圖講理）：
「Gloria，這不是神蹟！我們根本不認識他，不知道他的底細。在廢土上，把背後交給一個毫無禮貌、底細不明的陌生人，等於自殺！」
Gloria（微微皺眉，語氣帶著一絲責備）：
「你為什麼總是把人想得那麼壞？也許他只是一個孤單的靈魂，正在尋找避風港呢？我們應該包容他，給他愛。」","Visual: Gloria, having just finished her morning prayer in the corner, walks over with a saintly smile, gently picking up the cowhide paper.
Gloria (looking at the name, hands clasped at chest, eyes shining): 'Ark (Noah's Ark)... such a sacred name. You see, this is the 'Law of Attraction' at work! Just last night we entrusted our worries to FSM, and today He personally performs a miracle, arranging a new family member for us. This is the grace of the Flying Spaghetti Monster!'
Protagonist (suppressing fury, trying to reason): 'Gloria, this isn't a miracle! We don't know him at all, don't know his background. In the wasteland, exposing your back to a stranger with no manners and unknown background equals suicide!'
Gloria (frowning slightly, tone carrying a hint of reproach): 'Why do you always think the worst of people? Maybe he's just a lonely soul looking for shelter. We should embrace him, give him love.'",res://1.Codebase/src/assets/ui/intro/page_17_story_saint_smile.png
18,2,第二幕,Act II,第18頁,Page 18,"畫面：就在這時，調度列印機再次「嘎吱嘎吱」作響。新成員「ARK」的遠端電報傳來了。
沒有「你好」，沒有「請多多指教」，紙帶上只印著幾段冷冰冰的指令。
列印機吐出的紙條寫著：
「已確認隊伍。今日任務：前往西區廢料場。我已經制定好完整的戰略表格。12:00 在廢料場入口集合。」
（停頓了兩秒，機器又吐出一截）
「等等，12:00 可能要進食，改為 12:30。」
（又停頓了三秒）
「不對，我還要修補裝備。13:00 集合。看完立刻報備。」
主角（氣極反笑，指著那堆碎紙條）：「這傢伙有病吧？！一進來連個自我介紹都沒有，直接搶隊長的位置發號施令？而且連個集合時間都改了三次，我們連一句話都還沒說，他就把行程全黑箱作業定好了？！」
Gloria（輕輕拍了拍主角的手臂，柔聲安撫）：
「大道啲啦。他願意主動安排行程，證明他很有責任心呀！我們只要聽話照做，不就輕鬆多了嗎？不要總是覺得別人在針對你，他只是比較有領導才能罷了。」","Visual: Just then, the dispatch printer 'ka-chak ka-chak' sounds again. A remote telegraph from new member 'ARK' arrives.
No 'hello,' no 'please take care of me', the paper tape only prints a few cold commands.
The printer spits out: 'Team confirmed. Today's mission: Head to West District Scrapyard. I've already formulated a complete strategic schedule. Meet at scrapyard entrance at 12:00.'
(Pause two seconds, machine spits another segment)
'Wait, 12:00 might need to eat, change to 12:30.'
(Pause three more seconds)
'No, I still need to repair equipment. 13:00 meeting. Report immediately after reading.'
Protagonist (laughing bitterly with anger, pointing at the pile of paper scraps): 'Is this guy sick?! He just joined, not even introducing himself, directly seizing the leader position and giving orders? And changed the meeting time three times, we haven't said a single word, and he's already made all the arrangements in a black box?!'
Gloria (gently patting the protagonist's arm, softly soothing): 'Relax. He's willing to proactively arrange the schedule, proving he's very responsible! We just need to obediently follow, wouldn't that be easier? Don't always feel others are targeting you, he just has more leadership talent.'",res://1.Codebase/src/assets/ui/intro/page_18_story_ark_orders.png
19,2,第二幕,Act II,第19頁,Page 19,"畫面：主角被 Gloria 這種「喪事喜辦」的邏輯堵得啞口無言。One 則默默地拿起筆，在同意書上簽了個字，再次選擇了妥協。
主角正準備發作，門外突然飛來一隻很有可能是由根本就不存在的飛天意粉神引導過來的的機械傳信鴿，將一封羊皮紙信件重重地砸在桌上。
信件封面寫著：
【來自「榮光騎士・Donkey」的入隊申請書】
畫面：主角拆開信件，大聲讀了出來：
「致 GDA1 的各位：我是一名被命運詛咒的英雄。我之前的隊友全都是一群自私、無能的廢物！我承擔了所有的粗活，但他們卻用愚蠢拖累了我拯救公主的偉大計畫！我已經受夠了那群累贅。我看到你們的隊伍還有空缺，我決定賦予你們與我並肩作戰的榮耀。立刻批准我的加入。」
主角（目瞪口呆地把信摔在桌上）：
「這他媽又是什麼極品？！整封信都在狂踩前隊友，把責任推得一乾二淨！這種只會推卸責任、滿腦子封建童話的自大狂，絕對不能讓他進來！」","Visual: The protagonist is rendered speechless by Gloria's 'turning disasters into blessings' logic. One silently picks up a pen and signs the consent form, once again choosing compromise.
The protagonist is about to explode when suddenly a mechanical messenger pigeon, quite possibly guided by the non-existent Flying Spaghetti Monster, flies in from outside the door, heavily slamming a parchment letter onto the table.
The envelope reads: [Application to Join from 'Glory Knight Donkey']
Visual: The protagonist tears open the letter and reads aloud:
'To the members of GDA1: I am a hero cursed by fate. My previous teammates were all a bunch of selfish, incompetent wastes! I bore all the hard work, but they dragged down my great plan to save the princess with their stupidity! I'm fed up with those burdens. I saw your team has a vacancy, so I've decided to grant you the honor of fighting alongside me. Immediately approve my joining.'
Protagonist (dumbfounded, throwing the letter on the table): 'What kind of weirdo is this?! The entire letter is trampling on former teammates, pushing off all responsibility! This kind of person who only shifts blame, with a head full of feudal fairy tales and delusions of grandeur, absolutely cannot let him in!'",res://1.Codebase/src/assets/ui/intro/page_19_story_donkey_letter.png
20,2,第二幕,Act II,第20頁,Page 20,"Gloria（捧起那封信，眼中卻泛起了同情的淚光）：
「天哪，他好可憐。他一定是在之前的隊伍裡受了很大的委屈，才會寫出這麼充滿防備的信。他只是一個受了傷、渴望被接納的英雄啊。這也是 FSM 給我們的考驗，我們要用愛去治癒他。」
主角（抓狂，一把奪過申請書）：「Gloria！你清醒一點！他字裡行間全都是推卸責任，這種人一旦出事，絕對會第一個把我們賣了！我現在就去把這封申請書撕了！」
畫面：主角正準備撕毀信件，調度列印機突然發出一聲極其刺耳的長鳴，吐出了最後一張蓋著官方鋼印的紙條。
紙條上寫著：
【gda1檔案更新：新成員「Donkey」已成功入隊。批核人：小隊戰略官 ARK。隊伍集結完畢。】
主角（震驚地瞪大眼睛）：「Ark？！他憑什麼越過我們，直接向fsm提交了批核？！」
Gloria（歡快地拍了拍手，笑容燦爛得令人窒息）：
「太好了！Ark 真是有決斷力。現在我們有了一位負責任的軍師，還有一位受傷的英雄。看，只要我們心中有愛，不帶偏見，宇宙就會把最好的團隊送到我們身邊！GDA1，今天正式出發！」
畫面：主角站在原地，看著自作主張的 Ark 留下的冷冰冰指令紙條，看著 Donkey 那封荒謬的推卸責任信，再看著滿臉「愛與包容」的 Gloria 和默默低頭的 One。
主角知道，這不是什麼宇宙的恩賜。這是一艘被所謂的「神蹟」和「正能量」綁架，即將駛向毀滅的幽靈船。
【第 16-20 頁完  第二幕：毒性隊友集結 結束】
《光榮解脫機構 (GDA1)》遊戲開場腳本 (Page 21 - 25)","Gloria (holding the letter, eyes welling with sympathetic tears): 'Oh my, he's so pitiful. He must have suffered great grievances in his previous team to write such a defensive letter. He's just a wounded hero longing to be accepted. This is also FSM's test for us, we must heal him with love.'
Protagonist (losing it, snatching back the application): 'Gloria! Wake up! Every line of this is shirking responsibility. This kind of person will sell us out first when something goes wrong! I'm going to tear up this application right now!'
Visual: As the protagonist prepares to destroy the letter, the dispatch printer suddenly emits an extremely harsh long beep, spitting out one last paper with an official steel seal.
The paper reads: [GDA1 File Update: New member 'Donkey' has successfully joined the team. Approver: Squad Strategist ARK. Team assembly complete.]
Protagonist (eyes wide with shock): 'Ark?! How dare he bypass us and directly submit approval to FSM?!'
Gloria (happily clapping hands, smile dazzlingly suffocating): 'Wonderful! Ark is so decisive. Now we have a responsible strategist and a wounded hero. See, as long as we have love in our hearts without prejudice, the universe will send us the best team! GDA1, officially setting out today!'
Visual: The protagonist stands in place, looking at Ark's cold command notes, at Donkey's absurd responsibility-shifting letter, then at Gloria's face full of 'love and tolerance' and silently bowing One.
The protagonist knows this isn't some cosmic blessing. This is a ghost ship hijacked by so-called 'miracles' and 'positive energy,' sailing toward destruction.
[Pages 16-20 Complete, Act II: Toxic Teammates Assemble Ends]",res://1.Codebase/src/assets/ui/intro/page_20_story_gda_formed.png
21,3,第三幕,Act III,第21頁,Page 21,"場景：西區廢料場入口。酸雨剛停，地上滿是泥濘。13:00。
畫面：主角與 One 準時到達。不遠處，站著一個戴著厚重方形防毒面具、把自己裹得像個鐵桶的男人，這就是「ARK」。他手裡拿著一疊密密麻麻、畫滿網格的紙本表格。
ARK（聲音隔著面具傳來，刻板且毫無起伏）：
「GDA1 小隊。我是本次行動的戰略官 Ark。這是我為廢料場規劃的『絕對秩序路線圖』。你們有什麼意見嗎？我們是一個民主的團隊，歡迎提出。」
主角（接過表格看了一眼，眉頭緊鎖）：
「這路線有問題。你把我們導向了『高輻射沼澤區』。我昨晚查過廢料場的地形，走東邊的廢棄高架橋才是安全的。這條路線是自殺。」
ARK（推了推防毒面具，在表格上打了一個勾）：
「嗯，你的意見我聽到了。不過，我十分鐘前已經把這份路線圖當作最終決議，提交給機構系統鎖定了。所以我們還是照我的路線走。出發吧。」
主角（目瞪口呆）：「那你他媽剛才問我意見幹嘛？！這叫民主？這根本是黑箱作業！」","Scene: West District Scrapyard entrance. Acid rain just stopped, ground full of mud. 13:00.
Visual: Protagonist and One arrive on time. Not far away stands a man wrapped like an iron barrel with a thick square gas mask, this is ARK. He holds a stack of densely gridded paper schedules.
ARK (voice muffled through mask, stiff and monotone): 'GDA1 squad. I am the strategic officer Ark for this operation. This is my 'Absolute Order Route Map' planned for the scrapyard. Do you have any opinions? We are a democratic team, welcome to propose.'
Protagonist (taking the schedule, frowning): 'This route has problems. You're directing us toward the 'High Radiation Swamp Zone.' I checked the scrapyard terrain last night, taking the abandoned elevated bridge on the east is safe. This route is suicide.'
ARK (pushing his gas mask, checking a box on the schedule): 'Mm, I heard your opinion. However, I already submitted this route map as the final resolution to the agency system and locked it ten minutes ago. So we'll still follow my route. Let's go.'
Protagonist (stunned): 'Then why the hell did you just ask for my opinion?! You call this democracy? This is a complete black box operation!'",res://1.Codebase/src/assets/ui/intro/page_21_story_ark_arrives.png
22,3,第三幕,Act III,第22頁,Page 22,"畫面：就在主角準備發飆時，一個穿著浮誇、閃閃發亮（但其實是用廢鋁罐敲出來的）的「盔甲」，披著一條破紅布的男人大搖大擺地走了過來。這就是「榮光騎士・Donkey」。
Donkey（擺出一個極其做作的英雄拔劍姿勢，大聲宣告）：
「命運的齒輪開始轉動！巨龍的咆哮在深淵迴盪！各位，榮光騎士 Donkey 閃亮登場！這座廢料場裡，一定有位被囚禁的公主等著我去拯救！」
主角（痛苦地扶著額頭）：「這裡是廢料場！只有生鏽的鐵皮和變異的老鼠！哪來的公主和巨龍？你是不是腦子有問題？」
Gloria（笑意盈盈地走上前，雙手合十看著 Donkey）：
「天哪，Donkey，你的能量頻率好高！你看他眼裡閃爍著光芒，這就是我們團隊需要的英雄氣概呀。我們不能用世俗的眼光去限制他的想像力。」","Visual: As the protagonist prepares to blow up, a man wearing flashy, shiny armor (actually made from hammered waste aluminum cans) with a tattered red cloth swaggers over. This is 'Glory Knight Donkey.'
Donkey (striking an exaggerated heroic sword-drawing pose, loudly proclaiming): 'The gears of fate begin to turn! The dragon's roar echoes in the abyss! Everyone, Glory Knight Donkey makes his dazzling entrance! In this scrapyard, there must be a pure princess imprisoned waiting for me to rescue!'
Protagonist (painfully clutching forehead): 'This is a scrapyard! Only rusty metal sheets and mutated rats! Where are these princesses and dragons you're talking about? Is there something wrong with your brain?'
Gloria (walking up with a bright smile, hands clasped looking at Donkey): 'Oh my, Donkey, your energy frequency is so high! Look at the light shining in his eyes, this is the heroic spirit our team needs. We can't use worldly perspectives to limit his imagination.'",res://1.Codebase/src/assets/ui/intro/page_22_story_donkey_entrance.png
23,3,第三幕,Act III,第23頁,Page 23,"畫面：主角深吸一口氣，決定放棄與他們爭論常識，轉而處理眼前的生存問題。
主角（冷靜下來）：「隨便你們。但進入輻射區需要『探測器』，我們隊伍的配額早用光了。沒有探測器，我們走進去就是送死。」
Gloria（突然從白斗篷裡拿出一個生鏽的破鐵罐，笑得很甜美）：
「不用擔心，交給我！我昨天遇到一個流浪商人，我用我們隊伍一半的口糧，跟他換了這個『心靈探測器』喔！」
畫面：主角接過那個鐵罐。那根本不是什麼探測器，就是一個破罐子，上面用劣質水彩畫了一朵歪歪扭扭的向日葵，罐底還寫著一句英文雞湯：「Be your own sunshine（成為自己的陽光）」。
主角（氣得手都在發抖）：「Gloria！你被騙了！這就是個破爛垃圾罐！裡面的指針是畫上去的！你用我們一半的生存口糧換了個垃圾？！」","Visual: The protagonist takes a deep breath, deciding to give up arguing common sense with them, turning instead to handle the immediate survival problem.
Protagonist (calming down): 'Whatever. But entering the radiation zone requires a 'detector.' Our team's quota is long used up. Without a detector, going in is suicide.'
Gloria (suddenly pulling out a rusty tin can from her white cloak, smiling sweetly): 'Don't worry, leave it to me! Yesterday I met a wandering merchant and traded half our team's rations for this 'Soul Detector'!'
Visual: The protagonist takes the tin can. It's not a detector at all, just a broken can with a crooked sunflower painted in cheap watercolor, and English chicken soup written on the bottom: 'Be your own sunshine.'
Protagonist (hands trembling with anger): 'Gloria! You've been scammed! This is just broken garbage! The pointer inside is painted on! You traded half our survival rations for trash?!'",res://1.Codebase/src/assets/ui/intro/page_23_story_fake_detector.png
24,3,第三幕,Act III,第24頁,Page 24,"Gloria（臉上的笑容沒有絲毫減少，反而用一種悲憫的眼神看著主角）：
「騙？為什麼你要用這麼負面的詞？它雖然沒有世俗定義上的『功能』，但它是一件充滿故事的環保藝術品呀！當你在廢料場感到恐懼時，看著這朵向日葵，你就能找到內心的光。」
Gloria（走近主角，語氣輕柔卻帶著極強的 PUA 意味）：
「你太執著於『有用』和『無用』份手繪的詳細地圖和安全守則）：
「夠了。我不想聽你的心靈雞湯。我了。你的憤怒，其實是你內心深處匱乏安全感的投射。只要我們心裡有光，不承認這是一場騙局，它就是 FSM 賜予我們的禮物呀。你要學會感恩。」
畫面：主角被這種「強行把壞事變好事」的邏輯震驚得說不出話來。他知道跟這群人講理是沒用的，他只能靠自己。
主角（咬牙切齒，從背包裡掏出昨晚熬夜對比了過去三年的拾荒數據，畫出了這份『安全避險地圖』，上面標註了所有隱藏的毒氣坑。你們每人拿一份，按照上面的標記走，我們就能活著出來。」","Gloria (smile not diminishing, looking at protagonist with compassionate eyes): 'Scammed? Why use such a negative word? Though it doesn't have what the worldly define as 'function,' it's an environmentally-friendly art piece full of stories! When you feel fear in the scrapyard, looking at this sunflower, you can find inner light.'
Gloria (approaching protagonist, tone gentle yet carrying strong manipulation): 'You're too obsessed with 'useful' and 'useless.' Your anger is actually a projection of your inner lack of security. As long as we have light in our hearts and don't admit this is a scam, it's a gift from FSM. You must learn gratitude.'
Visual: The protagonist is shocked speechless by this 'forcibly turning bad into good' logic. Knowing reasoning with these people is useless, they can only rely on themselves.
Protagonist (grinding teeth, pulling from backpack a hand-drawn detailed map and safety guidelines worked on all last night): 'Enough. I don't want to hear your spiritual chicken soup. I stayed up all night comparing three years of scavenging data and drew this 'Safety Avoidance Map,' marking all hidden toxic pits. Each of you take one, follow the markers and we can survive.'",res://1.Codebase/src/assets/ui/intro/page_24_story_safety_map.png
